data,ibov_open,ibov_high,ibov_low,ibov_close,ibov_adj_close,ibov_volume,ibov_ticker,cdi_percentual_aa,arquivo_fonte,fonte,ibov_retorno_diario,cdi_fator_diario_aprox
2026-03-12,183969.0,183992.0,178495.0,179285.0,179285.0,12075300,^BVSP,14.9,20260312.txt,B3 FTP,,0.0005513106415402369
2026-03-13,179285.0,180996.0,177322.0,177653.0,177653.0,9525600,^BVSP,14.9,20260313.txt,B3 FTP,-0.009102825110857027,0.0005513106415402369
2026-03-16,177656.0,181255.0,177656.0,179875.0,179875.0,7370100,^BVSP,14.9,20260316.txt,B3 FTP,0.012507528721721561,0.0005513106415402369
2026-03-17,179882.0,182800.0,179850.0,180410.0,180410.0,9332600,^BVSP,14.9,20260317.txt,B3 FTP,0.002974287699791578,0.0005513106415402369
2026-03-18,180409.0,181551.0,179576.0,179640.0,179640.0,9750200,^BVSP,14.9,20260318.txt,B3 FTP,-0.004268056094451578,0.0005513106415402369
2026-03-19,179624.0,181251.0,176296.0,180271.0,180271.0,12560400,^BVSP,14.65,20260319.txt,B3 FTP,0.003512580716989566,0.0005426623598601132
2026-03-20,180262.0,180305.0,175039.0,176219.0,176219.0,15348900,^BVSP,14.65,20260320.txt,B3 FTP,-0.022477270331889176,0.0005426623598601132
2026-03-23,176221.0,182973.0,176221.0,181932.0,181932.0,9874700,^BVSP,14.65,20260323.txt,B3 FTP,0.0324198866183556,0.0005426623598601132
