papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Bruta,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Líq/ Patrim.,Cresc. Rec.5a,Earnings Yield,Valor,Quantidade,Estratégia,Ativos na Carteira,Volume Mínimo,Data,Ranking_EY,Ranking_ROIC,Magic Formula
PFRM3,6.35,7.45,0.59,0.068,0.1015,0.13,0.75,2.02,-5.52,3.94,2.57,"15,42%",0.0335,0.0097,1.33,11.4,0.0786,1954060.0,1341390000.0,0.56,0.1484,25.4,38188.9,6014.0,Earnings Yield,30,400000,2026-05-21,,,
SEER3,12.29,6.41,1.12,0.7,0.038900000000000004,0.443,3.56,3.17,-1.74,3.95,2.72,"59,66%",0.2211,0.1091,1.56,16.6,0.174,16350200.0,1417590000.0,0.28,0.10859999999999999,25.3,45890.85999999999,3734.0,Earnings Yield,30,400000,2026-05-21,,,
DMVF3,5.86,12.38,0.32,0.107,0.0,0.15,8.91,3.77,-0.67,4.44,1.61,"28,80%",0.0285,0.0087,1.06,4.9,0.026000000000000002,644513.0,920792000.0,0.06,0.2224,22.5,24852.260000000002,4241.0,Earnings Yield,30,400000,2026-05-21,,,
ANIM3,3.39,10.2,0.57,0.334,0.0229,0.13,1.06,1.12,-0.28,4.52,3.36,"63,13%",0.2969,0.0622,1.9,14.2,0.0562,29136800.0,2388890000.0,1.73,0.061900000000000004,22.1,38564.64,11376.0,Earnings Yield,30,400000,2026-05-21,,,
VLID3,17.63,5.92,0.84,0.718,0.0956,0.474,1.77,4.36,12.64,4.57,3.35,"34,81%",0.1649,0.12480000000000001,2.32,15.0,0.1422,7623390.0,1714470000.0,0.04,-0.008100000000000001,21.9,41553.909999999996,2357.0,Earnings Yield,30,400000,2026-05-21,,,
BEEF3,4.26,5.99,3.38,0.075,0.045899999999999996,0.102,0.73,1.09,-0.27,4.59,3.66,"17,06%",0.06849999999999999,0.0132,1.32,17.8,0.5647,70738600.0,1260430000.0,10.86,0.177,21.8,48005.939999999995,11269.0,Earnings Yield,30,400000,2026-05-21,,,
HBRE3,2.91,10.01,0.17,0.544,0.40049999999999997,0.061,-1.8,0.85,-0.16,4.61,4.52,"39,39%",0.6423000000000001,0.18510000000000001,0.72,7.6,0.0166,1197840.0,1809910000.0,0.74,0.4236,21.7,43929.36,15096.0,Earnings Yield,30,400000,2026-05-21,,,
PETR4,44.6,5.34,1.29,1.154,0.0712,0.461,-11.82,2.95,-0.87,4.62,3.19,"47,36%",0.3907,0.2169,0.74,16.8,0.24170000000000003,2475970000.0,445189000000.0,0.73,-0.0288,21.6,43663.4,979.0,Earnings Yield,30,400000,2026-05-21,,,
COGN3,2.54,7.8,0.39,0.696,0.0467,0.216,2.66,2.39,-0.92,4.82,3.68,"66,92%",0.2909,0.084,1.65,10.1,0.049400000000000006,87529900.0,13601200000.0,0.39,0.1159,20.7,39362.38,15497.0,Earnings Yield,30,400000,2026-05-21,,,
CMIN3,4.5,10.97,3.45,1.372,0.2421,0.715,7.08,4.77,-1.7,4.82,3.83,"45,85%",0.2876,0.1251,1.37,21.7,0.31489999999999996,41370600.0,7080300000.0,0.04,0.0259,20.7,42700.5,9489.0,Earnings Yield,30,400000,2026-05-21,,,
ALLD3,5.99,1.68,0.37,0.105,0.5036,0.17,0.55,3.92,0.97,4.84,3.69,"11,75%",0.0268,0.0626,1.74,7.8,0.2227,3305200.0,1537550000.0,0.09,-0.0144,20.7,41360.950000000004,6905.0,Earnings Yield,30,400000,2026-05-21,,,
JHSF3,10.75,3.84,1.04,2.034,0.055,0.405,2.14,4.35,-2.08,5.04,4.85,"63,21%",0.46740000000000004,0.5257999999999999,1.92,12.1,0.2712,75834400.0,7062100000.0,0.16,0.1115,19.8,27853.25,2591.0,Earnings Yield,30,400000,2026-05-21,,,
MDNE3,27.8,5.72,1.37,1.138,0.15689999999999998,0.47,1.32,5.12,-4.63,5.27,5.11,"36,36%",0.22219999999999998,0.1985,2.78,11.1,0.23929999999999998,42421500.0,2115670000.0,0.04,0.4119,19.0,28689.600000000002,1032.0,Earnings Yield,30,400000,2026-05-21,,,
PGMN3,4.72,11.11,1.02,0.223,0.05,0.348,1.44,3.79,-4.08,5.36,3.36,"32,21%",0.0588,0.020099999999999996,1.73,12.5,0.0919,32231500.0,3347900000.0,0.42,0.1807,18.7,38066.799999999996,8065.0,Earnings Yield,30,400000,2026-05-21,,,
SAPR11,38.09,9.4,0.91,1.567,0.051500000000000004,0.429,21.53,4.63,-1.62,5.4,4.29,"57,82%",0.3385,0.1666,1.08,11.8,0.0964,84538500.0,12700500000.0,0.15,0.0851,18.5,55306.68000000001,1452.0,Earnings Yield,30,400000,2026-05-21,,,
ESPA3,0.83,18.83,0.35,0.272,0.046,0.134,0.68,1.76,-0.93,5.42,3.36,"34,30%",0.1551,0.011699999999999999,1.73,8.4,0.0183,1144610.0,869363000.0,0.72,0.091,18.5,49845.649999999994,60055.0,Earnings Yield,30,400000,2026-05-21,,,
RIAA3,9.07,3.02,0.86,0.429,0.35869999999999996,0.323,1.34,4.38,14.13,5.44,3.11,"60,93%",0.09789999999999999,0.142,1.6,9.0,0.2833,17638000.0,5319110000.0,0.21,0.08109999999999999,18.4,39173.33,4319.0,Earnings Yield,30,400000,2026-05-21,,,
MYPK3,9.04,15.2,0.34,0.091,0.034,0.095,0.48,1.45,-0.43,5.45,3.46,"12,13%",0.063,0.0144,1.75,9.2,0.0223,12453600.0,4098170000.0,0.94,-0.0008,18.3,49846.56,5514.0,Earnings Yield,30,400000,2026-05-21,,,
IRBR3,53.38,-107.79,0.82,0.882,0.0175,0.283,0.0,11.01,0.0,0.0,0.0,"0,19%",0.0801,-0.008199999999999999,0.0,0.0,-0.0076,40487600.0,5314840000.0,0.00,-0.449,inf,29465.760000000002,552.0,Earnings Yield,30,1000000,2026-05-21,,,
PSSA3,49.22,8.64,2.05,0.761,0.060599999999999994,0.554,4.8,0.92,-4.12,0.55,0.54,"100,00%",0.8240999999999999,0.08900000000000001,1.24,77.6,0.237,92814400.0,15535900000.0,-0.84,0.15810000000000002,181.8,29187.46,593.0,Earnings Yield,30,1000000,2026-05-21,,,
WIZC3,8.13,6.69,1.89,0.966,0.07730000000000001,0.538,35.54,1.93,-2.68,1.92,1.66,"61,24%",0.5003,0.2647,1.06,34.9,0.2826,4445100.0,687369000.0,-0.01,0.1384,52.1,27284.280000000002,3356.0,Earnings Yield,30,1000000,2026-05-21,,,
QUAL3,1.86,34.68,0.41,0.38,0.003,0.133,-4.6,0.88,-0.38,2.21,1.52,"87,58%",0.43119999999999997,0.0161,0.92,23.1,0.011699999999999999,8457180.0,1304090000.0,0.61,-0.09609999999999999,45.2,29030.88,15608.0,Earnings Yield,30,1000000,2026-05-21,,,
PCAR3,2.17,-0.51,1.61,0.057,0.0,0.066,-0.27,0.65,-0.1,2.62,1.54,"28,23%",0.0872,-0.1112,0.56,12.8,-3.1601,16082000.0,662000000.0,4.84,-0.13419999999999999,38.2,29075.829999999998,13399.0,Earnings Yield,30,1000000,2026-05-21,,,
PLPL3,10.41,6.32,1.99,0.622,0.0473,0.481,0.82,2.55,2.88,2.66,2.59,"29,95%",0.2441,0.1131,2.87,29.4,0.3156,65767500.0,1064270000.0,0.08,0.28559999999999997,37.6,25462.86,2446.0,Earnings Yield,30,1000000,2026-05-21,,,
BHIA3,1.56,-0.42,0.86,0.051,0.0,0.046,-0.25,0.65,-0.09,3.17,2.19,"30,54%",0.0785,-0.12300000000000001,0.72,10.5,-2.0495,14908500.0,1778000000.0,3.29,-0.0176,31.5,17779.32,11397.0,Earnings Yield,30,1000000,2026-05-21,,,
GOAU4,10.25,23.61,0.72,0.196,0.032400000000000005,0.167,0.74,2.19,24.24,3.51,2.2,"12,02%",0.08960000000000001,0.0241,2.76,8.9,0.0304,85379200.0,18917700000.0,0.43,-0.0506,28.5,33989.0,3316.0,Earnings Yield,30,1000000,2026-05-21,,,
LREN3,14.7,9.91,1.43,0.929,0.060899999999999996,0.784,3.09,4.04,6.05,3.64,2.69,"61,95%",0.2297,0.09369999999999999,1.77,23.8,0.1441,264829000.0,10366100000.0,-0.14,0.0758,27.5,30149.699999999997,2051.0,Earnings Yield,30,1000000,2026-05-21,,,
CEAB3,11.15,5.88,0.93,0.43,0.046799999999999994,0.398,2.14,3.6,-3.77,3.74,2.74,"55,84%",0.11939999999999999,0.0732,1.67,14.7,0.15789999999999998,105901000.0,3702830000.0,0.04,0.09910000000000001,26.7,28321.0,2540.0,Earnings Yield,30,1000000,2026-05-21,,,
CSED3,4.32,5.79,0.95,0.549,0.1124,0.324,3.57,2.92,-0.8,3.77,2.52,"51,06%",0.1881,0.0949,1.55,14.3,0.1646,4218800.0,1652140000.0,0.28,0.1143,26.5,23613.120000000003,5466.0,Earnings Yield,30,1000000,2026-05-21,,,
ASAI3,8.61,16.65,1.98,0.151,0.0121,0.247,7.19,1.88,-0.49,3.81,2.96,"17,44%",0.0803,0.009000000000000001,1.1,19.7,0.1189,119431000.0,5887000000.0,2.04,0.1492,26.2,29075.969999999998,3377.0,Earnings Yield,30,1000000,2026-05-21,,,
PFRM3,6.35,7.45,0.59,0.068,0.1015,0.13,0.75,2.02,-5.52,3.94,2.57,"15,42%",0.0335,0.0097,1.33,11.4,0.0786,1954060.0,1341390000.0,0.56,0.1484,25.4,24485.6,3856.0,Earnings Yield,30,1000000,2026-05-21,,,
SEER3,12.29,6.41,1.12,0.7,0.038900000000000004,0.443,3.56,3.17,-1.74,3.95,2.72,"59,66%",0.2211,0.1091,1.56,16.6,0.174,16350200.0,1417590000.0,0.28,0.10859999999999999,25.3,29053.559999999998,2364.0,Earnings Yield,30,1000000,2026-05-21,,,
ANIM3,3.39,10.2,0.57,0.334,0.0229,0.13,1.06,1.12,-0.28,4.52,3.36,"63,13%",0.2969,0.0622,1.9,14.2,0.0562,29136800.0,2388890000.0,1.73,0.061900000000000004,22.1,24591.06,7254.0,Earnings Yield,30,1000000,2026-05-21,,,
VLID3,17.63,5.92,0.84,0.718,0.0956,0.474,1.77,4.36,12.64,4.57,3.35,"34,81%",0.1649,0.12480000000000001,2.32,15.0,0.1422,7623390.0,1714470000.0,0.04,-0.008100000000000001,21.9,27026.789999999997,1533.0,Earnings Yield,30,1000000,2026-05-21,,,
BEEF3,4.26,5.99,3.38,0.075,0.045899999999999996,0.102,0.73,1.09,-0.27,4.59,3.66,"17,06%",0.06849999999999999,0.0132,1.32,17.8,0.5647,70738600.0,1260430000.0,10.86,0.177,21.8,31127.82,7307.0,Earnings Yield,30,1000000,2026-05-21,,,
HBRE3,2.91,10.01,0.17,0.544,0.40049999999999997,0.061,-1.8,0.85,-0.16,4.61,4.52,"39,39%",0.6423000000000001,0.18510000000000001,0.72,7.6,0.0166,1197840.0,1809910000.0,0.74,0.4236,21.7,28666.41,9851.0,Earnings Yield,30,1000000,2026-05-21,,,
PETR4,44.6,5.34,1.29,1.154,0.0712,0.461,-11.82,2.95,-0.87,4.62,3.19,"47,36%",0.3907,0.2169,0.74,16.8,0.24170000000000003,2475970000.0,445189000000.0,0.73,-0.0288,21.6,28098.0,630.0,Earnings Yield,30,1000000,2026-05-21,,,
COGN3,2.54,7.8,0.39,0.696,0.0467,0.216,2.66,2.39,-0.92,4.82,3.68,"66,92%",0.2909,0.084,1.65,10.1,0.049400000000000006,87529900.0,13601200000.0,0.39,0.1159,20.7,25303.48,9962.0,Earnings Yield,30,1000000,2026-05-21,,,
CMIN3,4.5,10.97,3.45,1.372,0.2421,0.715,7.08,4.77,-1.7,4.82,3.83,"45,85%",0.2876,0.1251,1.37,21.7,0.31489999999999996,41370600.0,7080300000.0,0.04,0.0259,20.7,27787.5,6175.0,Earnings Yield,30,1000000,2026-05-21,,,
ALLD3,5.99,1.68,0.37,0.105,0.5036,0.17,0.55,3.92,0.97,4.84,3.69,"11,75%",0.0268,0.0626,1.74,7.8,0.2227,3305200.0,1537550000.0,0.09,-0.0144,20.7,26661.49,4451.0,Earnings Yield,30,1000000,2026-05-21,,,
JHSF3,10.75,3.84,1.04,2.034,0.055,0.405,2.14,4.35,-2.08,5.04,4.85,"63,21%",0.46740000000000004,0.5257999999999999,1.92,12.1,0.2712,75834400.0,7062100000.0,0.16,0.1115,19.8,31228.75,2905.0,Earnings Yield,30,1000000,2026-05-21,,,
MDNE3,27.8,5.72,1.37,1.138,0.15689999999999998,0.47,1.32,5.12,-4.63,5.27,5.11,"36,36%",0.22219999999999998,0.1985,2.78,11.1,0.23929999999999998,42421500.0,2115670000.0,0.04,0.4119,19.0,28272.600000000002,1017.0,Earnings Yield,30,1000000,2026-05-21,,,
PGMN3,4.72,11.11,1.02,0.223,0.05,0.348,1.44,3.79,-4.08,5.36,3.36,"32,21%",0.0588,0.020099999999999996,1.73,12.5,0.0919,32231500.0,3347900000.0,0.42,0.1807,18.7,28749.519999999997,6091.0,Earnings Yield,30,1000000,2026-05-21,,,
SAPR11,38.09,9.4,0.91,1.567,0.051500000000000004,0.429,21.53,4.63,-1.62,5.4,4.29,"57,82%",0.3385,0.1666,1.08,11.8,0.0964,84538500.0,12700500000.0,0.15,0.0851,18.5,32833.58,862.0,Earnings Yield,30,1000000,2026-05-21,,,
ESPA3,0.83,18.83,0.35,0.272,0.046,0.134,0.68,1.76,-0.93,5.42,3.36,"34,30%",0.1551,0.011699999999999999,1.73,8.4,0.0183,1144610.0,869363000.0,0.72,0.091,18.5,22472.25,27075.0,Earnings Yield,30,1000000,2026-05-21,,,
RIAA3,9.07,3.02,0.86,0.429,0.35869999999999996,0.323,1.34,4.38,14.13,5.44,3.11,"60,93%",0.09789999999999999,0.142,1.6,9.0,0.2833,17638000.0,5319110000.0,0.21,0.08109999999999999,18.4,30701.95,3385.0,Earnings Yield,30,1000000,2026-05-21,,,
MYPK3,9.04,15.2,0.34,0.091,0.034,0.095,0.48,1.45,-0.43,5.45,3.46,"12,13%",0.063,0.0144,1.75,9.2,0.0223,12453600.0,4098170000.0,0.94,-0.0008,18.3,30546.159999999996,3379.0,Earnings Yield,30,1000000,2026-05-21,,,
EUCA4,26.81,6.06,0.84,0.79,0.042,0.485,2.11,4.52,-17.13,5.47,3.52,"36,99%",0.17489999999999997,0.1303,2.38,12.8,0.1391,1591210.0,2944820000.0,0.18,0.0594,18.3,30536.59,1139.0,Earnings Yield,30,1000000,2026-05-21,,,
PSSA3,49.22,8.64,2.05,0.761,0.060599999999999994,0.554,4.8,0.92,-4.12,0.55,0.54,"100,00%",0.8240999999999999,0.08900000000000001,1.24,77.6,0.237,92814400.0,15535900000.0,-0.84,0.15810000000000002,181.8,757791.12,15396.0,Magic Formula,5,400000,2026-05-21,2.0,1.0,3.0
WIZC3,8.13,6.69,1.89,0.966,0.07730000000000001,0.538,35.54,1.93,-2.68,1.92,1.66,"61,24%",0.5003,0.2647,1.06,34.9,0.2826,4445100.0,687369000.0,-0.01,0.1384,52.1,717618.8400000001,88268.0,Magic Formula,5,400000,2026-05-21,3.0,4.0,7.0
PLPL3,10.41,6.32,1.99,0.622,0.0473,0.481,0.82,2.55,2.88,2.66,2.59,"29,95%",0.2441,0.1131,2.87,29.4,0.3156,65767500.0,1064270000.0,0.08,0.28559999999999997,37.6,685488.09,65849.0,Magic Formula,5,400000,2026-05-21,6.0,6.0,12.0
QUAL3,1.86,34.68,0.41,0.38,0.003,0.133,-4.6,0.88,-0.38,2.21,1.52,"87,58%",0.43119999999999997,0.0161,0.92,23.1,0.011699999999999999,8457180.0,1304090000.0,0.61,-0.09609999999999999,45.2,749414.4600000001,402911.0,Magic Formula,5,400000,2026-05-21,4.0,12.0,16.0
LREN3,14.7,9.91,1.43,0.929,0.060899999999999996,0.784,3.09,4.04,6.05,3.64,2.69,"61,95%",0.2297,0.09369999999999999,1.77,23.8,0.1441,264829000.0,10366100000.0,-0.14,0.0758,27.5,787920.0,53600.0,Magic Formula,5,400000,2026-05-21,9.0,11.0,20.0
PSSA3,49.22,8.64,2.05,0.761,0.060599999999999994,0.554,4.8,0.92,-4.12,0.55,0.54,"100,00%",0.8240999999999999,0.08900000000000001,1.24,77.6,0.237,92814400.0,15535900000.0,-0.84,0.15810000000000002,181.8,757791.12,15396.0,Magic Formula,5,1000000,2026-05-21,2.0,1.0,3.0
WIZC3,8.13,6.69,1.89,0.966,0.07730000000000001,0.538,35.54,1.93,-2.68,1.92,1.66,"61,24%",0.5003,0.2647,1.06,34.9,0.2826,4445100.0,687369000.0,-0.01,0.1384,52.1,717618.8400000001,88268.0,Magic Formula,5,1000000,2026-05-21,3.0,4.0,7.0
PLPL3,10.41,6.32,1.99,0.622,0.0473,0.481,0.82,2.55,2.88,2.66,2.59,"29,95%",0.2441,0.1131,2.87,29.4,0.3156,65767500.0,1064270000.0,0.08,0.28559999999999997,37.6,685488.09,65849.0,Magic Formula,5,1000000,2026-05-21,6.0,6.0,12.0
QUAL3,1.86,34.68,0.41,0.38,0.003,0.133,-4.6,0.88,-0.38,2.21,1.52,"87,58%",0.43119999999999997,0.0161,0.92,23.1,0.011699999999999999,8457180.0,1304090000.0,0.61,-0.09609999999999999,45.2,749414.4600000001,402911.0,Magic Formula,5,1000000,2026-05-21,4.0,11.0,15.0
LREN3,14.7,9.91,1.43,0.929,0.060899999999999996,0.784,3.09,4.04,6.05,3.64,2.69,"61,95%",0.2297,0.09369999999999999,1.77,23.8,0.1441,264829000.0,10366100000.0,-0.14,0.0758,27.5,787920.0,53600.0,Magic Formula,5,1000000,2026-05-21,9.0,10.0,19.0
PSSA3,49.22,8.64,2.05,0.761,0.060599999999999994,0.554,4.8,0.92,-4.12,0.55,0.54,"100,00%",0.8240999999999999,0.08900000000000001,1.24,77.6,0.237,92814400.0,15535900000.0,-0.84,0.15810000000000002,181.8,252597.04,5132.0,Magic Formula,10,400000,2026-05-21,2.0,1.0,3.0
WIZC3,8.13,6.69,1.89,0.966,0.07730000000000001,0.538,35.54,1.93,-2.68,1.92,1.66,"61,24%",0.5003,0.2647,1.06,34.9,0.2826,4445100.0,687369000.0,-0.01,0.1384,52.1,240900.03000000003,29631.0,Magic Formula,10,400000,2026-05-21,3.0,4.0,7.0
PLPL3,10.41,6.32,1.99,0.622,0.0473,0.481,0.82,2.55,2.88,2.66,2.59,"29,95%",0.2441,0.1131,2.87,29.4,0.3156,65767500.0,1064270000.0,0.08,0.28559999999999997,37.6,227645.88,21868.0,Magic Formula,10,400000,2026-05-21,6.0,6.0,12.0
QUAL3,1.86,34.68,0.41,0.38,0.003,0.133,-4.6,0.88,-0.38,2.21,1.52,"87,58%",0.43119999999999997,0.0161,0.92,23.1,0.011699999999999999,8457180.0,1304090000.0,0.61,-0.09609999999999999,45.2,249195.36000000002,133976.0,Magic Formula,10,400000,2026-05-21,4.0,12.0,16.0
LREN3,14.7,9.91,1.43,0.929,0.060899999999999996,0.784,3.09,4.04,6.05,3.64,2.69,"61,95%",0.2297,0.09369999999999999,1.77,23.8,0.1441,264829000.0,10366100000.0,-0.14,0.0758,27.5,263115.3,17899.0,Magic Formula,10,400000,2026-05-21,9.0,11.0,20.0
ASAI3,8.61,16.65,1.98,0.151,0.0121,0.247,7.19,1.88,-0.49,3.81,2.96,"17,44%",0.0803,0.009000000000000001,1.1,19.7,0.1189,119431000.0,5887000000.0,2.04,0.1492,26.2,247210.31999999998,28712.0,Magic Formula,10,400000,2026-05-21,12.0,19.0,31.0
CMIN3,4.5,10.97,3.45,1.372,0.2421,0.715,7.08,4.77,-1.7,4.82,3.83,"45,85%",0.2876,0.1251,1.37,21.7,0.31489999999999996,41370600.0,7080300000.0,0.04,0.0259,20.7,243720.0,54160.0,Magic Formula,10,400000,2026-05-21,22.0,13.0,35.0
BEEF3,4.26,5.99,3.38,0.075,0.045899999999999996,0.102,0.73,1.09,-0.27,4.59,3.66,"17,06%",0.06849999999999999,0.0132,1.32,17.8,0.5647,70738600.0,1260430000.0,10.86,0.177,21.8,266893.26,62651.0,Magic Formula,10,400000,2026-05-21,18.0,21.0,39.0
SEER3,12.29,6.41,1.12,0.7,0.038900000000000004,0.443,3.56,3.17,-1.74,3.95,2.72,"59,66%",0.2211,0.1091,1.56,16.6,0.174,16350200.0,1417590000.0,0.28,0.10859999999999999,25.3,267024.82999999996,21727.0,Magic Formula,10,400000,2026-05-21,14.0,27.5,41.5
CURY3,31.3,9.05,6.24,1.664,0.1341,1.556,5.39,6.26,-15.76,6.0,5.87,"39,71%",0.2657,0.20679999999999998,1.94,37.6,0.6895,153068000.0,1544570000.0,-0.26,0.33240000000000003,16.7,274876.60000000003,8782.0,Magic Formula,10,400000,2026-05-21,40.0,3.0,43.0
PSSA3,49.22,8.64,2.05,0.761,0.060599999999999994,0.554,4.8,0.92,-4.12,0.55,0.54,"100,00%",0.8240999999999999,0.08900000000000001,1.24,77.6,0.237,92814400.0,15535900000.0,-0.84,0.15810000000000002,181.8,233204.36,4738.0,Magic Formula,10,1000000,2026-05-21,2.0,1.0,3.0
WIZC3,8.13,6.69,1.89,0.966,0.07730000000000001,0.538,35.54,1.93,-2.68,1.92,1.66,"61,24%",0.5003,0.2647,1.06,34.9,0.2826,4445100.0,687369000.0,-0.01,0.1384,52.1,223322.97000000003,27469.0,Magic Formula,10,1000000,2026-05-21,3.0,4.0,7.0
PLPL3,10.41,6.32,1.99,0.622,0.0473,0.481,0.82,2.55,2.88,2.66,2.59,"29,95%",0.2441,0.1131,2.87,29.4,0.3156,65767500.0,1064270000.0,0.08,0.28559999999999997,37.6,210063.39,20179.0,Magic Formula,10,1000000,2026-05-21,6.0,6.0,12.0
QUAL3,1.86,34.68,0.41,0.38,0.003,0.133,-4.6,0.88,-0.38,2.21,1.52,"87,58%",0.43119999999999997,0.0161,0.92,23.1,0.011699999999999999,8457180.0,1304090000.0,0.61,-0.09609999999999999,45.2,232085.22,124777.0,Magic Formula,10,1000000,2026-05-21,4.0,11.0,15.0
LREN3,14.7,9.91,1.43,0.929,0.060899999999999996,0.784,3.09,4.04,6.05,3.64,2.69,"61,95%",0.2297,0.09369999999999999,1.77,23.8,0.1441,264829000.0,10366100000.0,-0.14,0.0758,27.5,243681.9,16577.0,Magic Formula,10,1000000,2026-05-21,9.0,10.0,19.0
ASAI3,8.61,16.65,1.98,0.151,0.0121,0.247,7.19,1.88,-0.49,3.81,2.96,"17,44%",0.0803,0.009000000000000001,1.1,19.7,0.1189,119431000.0,5887000000.0,2.04,0.1492,26.2,229422.06,26646.0,Magic Formula,10,1000000,2026-05-21,12.0,18.0,30.0
CMIN3,4.5,10.97,3.45,1.372,0.2421,0.715,7.08,4.77,-1.7,4.82,3.83,"45,85%",0.2876,0.1251,1.37,21.7,0.31489999999999996,41370600.0,7080300000.0,0.04,0.0259,20.7,225112.5,50025.0,Magic Formula,10,1000000,2026-05-21,21.0,12.0,33.0
BEEF3,4.26,5.99,3.38,0.075,0.045899999999999996,0.102,0.73,1.09,-0.27,4.59,3.66,"17,06%",0.06849999999999999,0.0132,1.32,17.8,0.5647,70738600.0,1260430000.0,10.86,0.177,21.8,246364.31999999998,57832.0,Magic Formula,10,1000000,2026-05-21,17.0,20.0,37.0
SEER3,12.29,6.41,1.12,0.7,0.038900000000000004,0.443,3.56,3.17,-1.74,3.95,2.72,"59,66%",0.2211,0.1091,1.56,16.6,0.174,16350200.0,1417590000.0,0.28,0.10859999999999999,25.3,239900.8,19520.0,Magic Formula,10,1000000,2026-05-21,14.0,26.5,40.5
CURY3,31.3,9.05,6.24,1.664,0.1341,1.556,5.39,6.26,-15.76,6.0,5.87,"39,71%",0.2657,0.20679999999999998,1.94,37.6,0.6895,153068000.0,1544570000.0,-0.26,0.33240000000000003,16.7,274845.3,8781.0,Magic Formula,10,1000000,2026-05-21,38.0,3.0,41.0
PSSA3,49.22,8.64,2.05,0.761,0.060599999999999994,0.554,4.8,0.92,-4.12,0.55,0.54,"100,00%",0.8240999999999999,0.08900000000000001,1.24,77.6,0.237,92814400.0,15535900000.0,-0.84,0.15810000000000002,181.8,126544.62,2571.0,Magic Formula,20,400000,2026-05-21,2.0,1.0,3.0
WIZC3,8.13,6.69,1.89,0.966,0.07730000000000001,0.538,35.54,1.93,-2.68,1.92,1.66,"61,24%",0.5003,0.2647,1.06,34.9,0.2826,4445100.0,687369000.0,-0.01,0.1384,52.1,119429.70000000001,14690.0,Magic Formula,20,400000,2026-05-21,3.0,4.0,7.0
PLPL3,10.41,6.32,1.99,0.622,0.0473,0.481,0.82,2.55,2.88,2.66,2.59,"29,95%",0.2441,0.1131,2.87,29.4,0.3156,65767500.0,1064270000.0,0.08,0.28559999999999997,37.6,110887.32,10652.0,Magic Formula,20,400000,2026-05-21,6.0,6.0,12.0
QUAL3,1.86,34.68,0.41,0.38,0.003,0.133,-4.6,0.88,-0.38,2.21,1.52,"87,58%",0.43119999999999997,0.0161,0.92,23.1,0.011699999999999999,8457180.0,1304090000.0,0.61,-0.09609999999999999,45.2,122670.72,65952.0,Magic Formula,20,400000,2026-05-21,4.0,12.0,16.0
LREN3,14.7,9.91,1.43,0.929,0.060899999999999996,0.784,3.09,4.04,6.05,3.64,2.69,"61,95%",0.2297,0.09369999999999999,1.77,23.8,0.1441,264829000.0,10366100000.0,-0.14,0.0758,27.5,130168.5,8855.0,Magic Formula,20,400000,2026-05-21,9.0,11.0,20.0
ASAI3,8.61,16.65,1.98,0.151,0.0121,0.247,7.19,1.88,-0.49,3.81,2.96,"17,44%",0.0803,0.009000000000000001,1.1,19.7,0.1189,119431000.0,5887000000.0,2.04,0.1492,26.2,124681.40999999999,14481.0,Magic Formula,20,400000,2026-05-21,12.0,19.0,31.0
CMIN3,4.5,10.97,3.45,1.372,0.2421,0.715,7.08,4.77,-1.7,4.82,3.83,"45,85%",0.2876,0.1251,1.37,21.7,0.31489999999999996,41370600.0,7080300000.0,0.04,0.0259,20.7,120757.5,26835.0,Magic Formula,20,400000,2026-05-21,22.0,13.0,35.0
BEEF3,4.26,5.99,3.38,0.075,0.045899999999999996,0.102,0.73,1.09,-0.27,4.59,3.66,"17,06%",0.06849999999999999,0.0132,1.32,17.8,0.5647,70738600.0,1260430000.0,10.86,0.177,21.8,132933.3,31205.0,Magic Formula,20,400000,2026-05-21,18.0,21.0,39.0
SEER3,12.29,6.41,1.12,0.7,0.038900000000000004,0.443,3.56,3.17,-1.74,3.95,2.72,"59,66%",0.2211,0.1091,1.56,16.6,0.174,16350200.0,1417590000.0,0.28,0.10859999999999999,25.3,126316.62,10278.0,Magic Formula,20,400000,2026-05-21,14.0,27.5,41.5
CURY3,31.3,9.05,6.24,1.664,0.1341,1.556,5.39,6.26,-15.76,6.0,5.87,"39,71%",0.2657,0.20679999999999998,1.94,37.6,0.6895,153068000.0,1544570000.0,-0.26,0.33240000000000003,16.7,127923.1,4087.0,Magic Formula,20,400000,2026-05-21,40.0,3.0,43.0
LEVE3,32.78,6.69,4.15,0.823,0.087,1.16,6.96,4.86,-11.03,5.95,5.24,"27,06%",0.1693,0.1231,1.37,33.2,0.6201,14437100.0,1071200000.0,0.93,0.0908,16.8,121515.46,3707.0,Magic Formula,20,400000,2026-05-21,38.5,5.0,43.5
PETR4,44.6,5.34,1.29,1.154,0.0712,0.461,-11.82,2.95,-0.87,4.62,3.19,"47,36%",0.3907,0.2169,0.74,16.8,0.24170000000000003,2475970000.0,445189000000.0,0.73,-0.0288,21.6,122248.6,2741.0,Magic Formula,20,400000,2026-05-21,20.0,26.0,46.0
